Player,Player-additional,Team,MP,OBPM,DBPM,VORP,Pos,Year,Salary
Sandro Mamukelashvili,mamuksa01,SAS,451,-0.1,-0.4,0.2,C,2024,2019760.0
Sandro Mamukelashvili,mamuksa01,SAS,681,3.3,-1.0,0.7,PF,2025,2087519.0
Terance Mann,mannte01,LAC,1263,-0.5,0.3,0.6,SG,2021,1517981.0
Terance Mann,mannte01,LAC,2317,-0.8,0.2,0.8,SF,2022,1782621.0
Terance Mann,mannte01,LAC,1872,-0.3,0.1,0.8,SG,2023,1930681.0
Terance Mann,mannte01,LAC,1873,-0.8,-0.7,0.2,SG,2024,10576923.0
Terance Mann,mannte01,LAC,732,-2.5,1.2,0.1,SG,2025,11423077.0
Tre Mann,manntr01,OKC,1367,-3.3,-1.1,-0.8,PG,2022,2901240.0
Tre Mann,manntr01,OKC,1183,-3.0,-1.0,-0.6,PG,2023,3046200.0
Tre Mann,manntr01,CHO,868,-2.0,0.5,0.1,PG,2024,3191280.0
Tre Mann,manntr01,CHO,319,-0.6,-1.9,0.0,PG,2025,4908189.0
Boban Marjanović,marjabo01,DAL,271,1.9,-2.6,0.1,C,2021,3500000.0
Boban Marjanović,marjabo01,DAL,128,-3.2,-1.2,-0.1,C,2022,3500000.0
Boban Marjanović,marjabo01,HOU,171,3.0,-1.5,0.2,C,2023,601478.0
Boban Marjanović,marjabo01,HOU,71,0.2,-0.5,0.0,C,2024,2019706.0
Lauri Markkanen,markkla01,CHI,1317,1.0,-0.9,0.7,PF,2021,6731508.0
Lauri Markkanen,markkla01,CLE,1878,0.4,-0.1,1.1,SF,2022,15690909.0
Lauri Markkanen,markkla01,UTA,2273,4.9,-1.0,3.3,PF,2023,16475454.0
Lauri Markkanen,markkla01,UTA,1820,5.1,-1.5,2.6,PF,2024,17259999.0
Lauri Markkanen,markkla01,UTA,1476,1.8,-2.1,0.7,PF,2025,42176400.0
Naji Marshall,marshna01,NOP,700,-2.1,0.8,0.1,SF,2021,120000.0
Naji Marshall,marshna01,NOP,735,-2.7,-0.5,-0.2,SF,2022,1517981.0
Naji Marshall,marshna01,NOP,1792,-1.9,0.0,0.1,SF,2023,1782621.0
Naji Marshall,marshna01,NOP,1257,-1.3,0.5,0.4,SF,2024,1930681.0
Naji Marshall,marshna01,DAL,1919,-0.3,-0.5,0.6,SF,2025,8571429.0
Caleb Martin,martica02,CHO,818,-3.6,0.2,-0.3,SF,2021,1517981.0
Caleb Martin,martica02,MIA,1372,0.1,0.9,1.1,SF,2022,1782621.0
Caleb Martin,martica02,MIA,2077,-1.8,0.5,0.4,SF,2023,6479000.0
Caleb Martin,martica02,MIA,1756,-2.2,0.2,0.0,SF,2024,6802950.0
Caleb Martin,martica02,PHI,943,-2.3,-0.2,-0.1,SF,2025,8149001.0
Cody Martin,martico01,CHO,849,-2.7,0.7,0.0,SF,2021,1517981.0
Cody Martin,martico01,CHO,1866,-1.2,0.7,0.7,SF,2022,1782621.0
Cody Martin,martico01,CHO,134,-3.8,-0.8,-0.1,SF,2023,7000000.0
Cody Martin,martico01,CHO,753,-4.1,0.6,-0.3,SF,2024,7560000.0
Cody Martin,martico01,CHO,967,-2.3,1.1,0.2,SF,2025,8120000.0
Kelan Martin,martike03,IND,322,-1.1,-1.3,0.0,SF,2021,1445697.0
Kelan Martin,martike03,IND,444,-2.4,-0.9,-0.1,SF,2022,1701593.0
KJ Martin,martike04,HOU,1068,-1.4,-0.4,0.0,SF,2021,898310.0
KJ Martin,martike04,HOU,1656,0.0,-1.2,0.4,SF,2022,1517981.0
KJ Martin,martike04,HOU,2292,0.6,-1.3,0.7,SF,2023,1782621.0
KJ Martin,martike04,PHI,715,-3.9,-0.1,-0.4,SF,2024,1930681.0
KJ Martin,martike04,PHI,480,-2.1,0.3,0.0,PF,2025,7975000.0
Tyrese Martin,martity01,ATL,66,-4.2,-3.1,-0.1,SG,2023,1017781.0
Tyrese Martin,martity01,BRK,1315,-1.4,-1.2,-0.2,SG,2025,635853.0
Garrison Mathews,mathega01,HOU,1712,-1.3,-1.0,-0.1,SG,2022,2000000.0
Garrison Mathews,mathega01,HOU,602,-2.3,-0.2,-0.1,SG,2023,2000000.0
Garrison Mathews,mathega01,ATL,992,-2.1,-0.9,-0.2,SG,2024,2000000.0
Garrison Mathews,mathega01,ATL,830,-1.1,-0.5,0.1,SG,2025,2230253.0
Bennedict Mathurin,mathube01,IND,2222,-1.2,-2.5,-1.0,SG,2023,6586800.0
Bennedict Mathurin,mathube01,IND,1538,-1.2,-2.3,-0.6,SF,2024,6916080.0
Bennedict Mathurin,mathube01,IND,2149,-1.3,-1.5,-0.5,SF,2025,7245720.0
Karlo Matković,matkoka01,NOP,791,-1.9,-0.2,0.0,PF,2025,1407153.0
Wesley Matthews,matthwe02,LAL,1130,-3.1,1.4,0.1,SG,2021,3623000.0
Wesley Matthews,matthwe02,MIL,1002,-3.0,-0.3,-0.3,SG,2022,1237494.0
Wesley Matthews,matthwe02,MIL,820,-3.4,0.8,-0.1,SF,2023,1836090.0
Wesley Matthews,matthwe02,ATL,413,-3.1,0.3,-0.1,SG,2024,2019706.0
Tyrese Maxey,maxeyty01,PHI,935,-1.0,-0.5,0.1,SG,2021,2478840.0
Tyrese Maxey,maxeyty01,PHI,2650,1.3,-0.7,1.8,PG,2022,2602920.0
Tyrese Maxey,maxeyty01,PHI,2016,1.9,-1.2,1.3,SG,2023,2726880.0
Tyrese Maxey,maxeyty01,PHI,2626,4.1,-1.0,3.4,PG,2024,4343920.0
Tyrese Maxey,maxeyty01,PHI,1960,3.2,-1.1,2.0,PG,2025,35147000.0
Miles McBride,mcbrimi01,NYK,372,-5.5,1.0,-0.2,PG,2022,925258.0
Miles McBride,mcbrimi01,NYK,760,-3.6,1.4,-0.1,PG,2023,1563518.0
Miles McBride,mcbrimi01,NYK,1328,-0.4,0.4,0.6,PG,2024,1836096.0
Miles McBride,mcbrimi01,NYK,1593,-0.4,0.4,0.8,SG,2025,4710144.0
Jared McCain,mccaija01,PHI,592,1.8,-1.6,0.3,SG,2025,4032240.0
Patrick McCaw,mccawpa01,TOR,33,-2.7,3.6,0.0,SF,2021,4000000.0
CJ McCollum,mccolcj01,POR,1600,5.0,-1.1,2.4,SG,2021,29354152.0
CJ McCollum,mccolcj01,POR,1267,1.8,-1.7,0.7,SG,2022,30864198.0
CJ McCollum,mccolcj01,NOP,2649,1.5,-0.7,1.9,PG,2023,33333333.0
CJ McCollum,mccolcj01,NOP,2159,3.3,-0.3,2.8,PG,2024,35802469.0
CJ McCollum,mccolcj01,NOP,1832,1.2,-2.6,0.3,PG,2025,33333333.0
T.J. McConnell,mccontj01,IND,1796,-0.2,1.7,1.5,PG,2021,3500000.0
T.J. McConnell,mccontj01,IND,652,-0.4,1.4,0.5,PG,2022,7500000.0
T.J. McConnell,mccontj01,IND,1526,0.4,0.1,1.0,PG,2023,8100000.0
T.J. McConnell,mccontj01,IND,1291,2.9,0.1,1.6,PG,2024,8700000.0
T.J. McConnell,mccontj01,IND,1415,0.6,0.6,1.2,PG,2025,9300000.0
Jalen McDaniels,mcdanja01,CHO,904,-2.8,-0.4,-0.3,SF,2021,1517981.0
Jalen McDaniels,mcdanja01,CHO,895,-1.9,-0.4,-0.1,SF,2022,1782621.0
Jalen McDaniels,mcdanja01,CHO,1494,-2.7,0.7,0.0,SF,2023,1930681.0
Jalen McDaniels,mcdanja01,TOR,538,-7.2,-1.8,-1.0,SF,2024,4516000.0
Jalen McDaniels,mcdanja01,WAS,7,-0.5,6.0,0.0,SF,2025,4741800.0
Jaden McDaniels,mcdanja02,MIN,1511,-3.3,-0.2,-0.6,PF,2021,1964760.0
Jaden McDaniels,mcdanja02,MIN,1803,-2.9,-0.1,-0.4,PF,2022,2063280.0
Jaden McDaniels,mcdanja02,MIN,2416,-1.7,0.5,0.5,SF,2023,2161440.0
Jaden McDaniels,mcdanja02,MIN,2105,-3.3,0.7,-0.3,SF,2024,3901399.0
Jaden McDaniels,mcdanja02,MIN,2614,-1.4,1.4,1.4,PF,2025,23017242.0
Doug McDermott,mcderdo01,IND,1619,1.4,-2.0,0.6,PF,2021,7333333.0
Doug McDermott,mcderdo01,SAS,1223,-0.4,-2.1,-0.1,PF,2022,13750000.0
Doug McDermott,mcderdo01,SAS,1314,-0.7,-2.5,-0.4,SF,2023,13750000.0
Doug McDermott,mcderdo01,SAS,700,-1.0,-1.8,-0.2,SF,2024,13750000.0
Doug McDermott,mcderdo01,SAC,342,-0.8,-2.4,-0.1,SF,2025,2087519.0
JaVale McGee,mcgeeja01,CLE,503,-2.3,1.2,0.1,C,2021,4200000.0
JaVale McGee,mcgeeja01,PHO,1172,-0.1,0.9,0.8,C,2022,5000000.0
JaVale McGee,mcgeeja01,DAL,355,-3.6,-0.1,-0.1,C,2023,5461219.0
JaVale McGee,mcgeeja01,SAC,339,-1.9,0.6,0.1,C,2024,2019706.0
Bryce McGowens,mcgowbr01,CHO,787,-4.6,-1.4,-0.8,SG,2023,1075000.0
Bryce McGowens,mcgowbr01,CHO,882,-3.7,-1.1,-0.6,SG,2024,1719865.0
Bryce McGowens,mcgowbr01,POR,32,-9.9,-3.8,-0.1,SG,2025,2019699.0
Rodney McGruder,mcgruro01,DET,194,0.7,0.0,0.1,SG,2021,5192307.0
Rodney McGruder,mcgruro01,DET,754,-0.7,-0.7,0.1,SG,2022,1669178.0
Rodney McGruder,mcgruro01,DET,524,-0.8,-0.7,0.1,SG,2023,1836090.0
Alfonzo McKinnie,mckinal01,LAL,258,0.3,-0.8,0.1,SF,2021,1762796.0
Alfonzo McKinnie,mckinal01,CHI,206,-5.6,-3.4,-0.4,SF,2022,1090007.0
Jordan McLaughlin,mclaujo01,MIN,902,-1.2,1.6,0.6,PG,2022,2000000.0
Jordan McLaughlin,mclaujo01,MIN,678,-1.3,0.6,0.2,PG,2023,2160000.0
Jordan McLaughlin,mclaujo01,MIN,626,1.4,2.9,1.0,PG,2024,2320000.0
Jordan McLaughlin,mclaujo01,SAC,190,-3.9,0.4,-0.1,PG,2025,2087519.0
Ben McLemore,mclembe01,HOU,537,-3.4,-1.1,-0.3,SG,2021,2283034.0
Ben McLemore,mclembe01,POR,1285,-0.7,-2.5,-0.4,SG,2022,1669178.0
Nicolò Melli,mellini01,DAL,325,-2.3,-0.8,-0.1,PF,2021,4102564.0
De'Anthony Melton,meltode01,MEM,1045,0.6,1.7,1.1,PG,2021,9571712.0
De'Anthony Melton,meltode01,MEM,1657,0.3,1.6,1.6,SG,2022,8805976.0
De'Anthony Melton,meltode01,PHI,2150,-0.7,1.6,1.6,SG,2023,8250000.0
De'Anthony Melton,meltode01,PHI,1023,-0.7,1.2,0.7,SG,2024,8000000.0
De'Anthony Melton,meltode01,GSW,121,-1.6,0.8,0.0,SG,2025,12822000.0
Sam Merrill,merrisa01,MIL,233,-0.7,-0.3,0.1,SG,2021,898310.0
Sam Merrill,merrisa01,MEM,58,-2.2,-3.4,-0.1,SG,2022,1517981.0
Sam Merrill,merrisa01,CLE,59,-1.2,2.5,0.0,SG,2023,850000.0
Sam Merrill,merrisa01,CLE,1069,1.3,-0.8,0.7,SG,2024,1997238.0
Sam Merrill,merrisa01,CLE,1401,-0.4,0.7,0.8,SG,2025,2164993.0
Chimezie Metu,metuch01,SAC,488,-2.2,-1.3,-0.2,C,2021,700000.0
Chimezie Metu,metuch01,SAC,1279,-1.6,0.1,0.2,C,2022,1762796.0
Chimezie Metu,metuch01,SAC,689,-0.3,0.2,0.3,PF,2023,1910680.0
Chimezie Metu,metuch01,PHO,448,-1.6,0.3,0.1,C,2024,2019706.0
Vasilije Micić,micicva01,CHO,815,-1.9,-2.5,-0.5,PG,2024,7723000.0
Vasilije Micić,micicva01,CHO,764,-4.4,-2.4,-0.9,PG,2025,7723000.0
Khris Middleton,middlkh01,MIL,2269,1.7,-0.3,1.9,SF,2021,33051724.0
Khris Middleton,middlkh01,MIL,2141,1.9,-0.3,1.9,SF,2022,35500000.0
Khris Middleton,middlkh01,MIL,801,1.0,-0.3,0.6,SF,2023,37948276.0
Khris Middleton,middlkh01,MIL,1487,1.1,0.0,1.2,SF,2024,29320988.0
Khris Middleton,middlkh01,MIL,534,1.7,0.6,0.6,SF,2025,31666676.0
Brandon Miller,millebr02,CHO,2383,-0.9,-1.6,-0.3,SF,2024,10880400.0
Brandon Miller,millebr02,CHO,924,0.8,-0.8,0.4,SF,2025,11424600.0
Darius Miller,milleda01,OKC,197,0.8,2.7,0.3,SF,2021,7000000.0
Jordan Miller,millejo02,LAC,420,-3.0,0.2,-0.1,SF,2025,1050000.0
Leonard Miller,millele01,MIN,52,5.9,3.7,0.2,SF,2024,1800000.0
Leonard Miller,millele01,MIN,32,-3.4,-0.3,0.0,SF,2025,1891857.0
Paul Millsap,millspa01,DEN,1162,0.3,0.7,0.9,PF,2021,1000000.0
Paul Millsap,millspa01,BRK,270,-3.6,0.5,-0.1,C,2022,1669178.0
Patty Mills,millspa02,SAS,1685,0.0,-1.2,0.4,PG,2021,13535714.0
Patty Mills,millspa02,BRK,2346,-0.3,-1.4,0.2,SG,2022,5890000.0
Patty Mills,millspa02,BRK,567,-1.4,-1.7,-0.2,PG,2023,6479000.0
Patty Mills,millspa02,MIA,213,-5.8,0.5,-0.2,PG,2024,475908.0
Patty Mills,millspa02,UTA,260,-4.5,0.0,-0.2,PG,2025,2087519.0
Shake Milton,miltosh01,PHI,1461,-0.7,-1.0,0.1,SG,2021,1701593.0
Shake Milton,miltosh01,PHI,1179,-1.6,-0.6,-0.1,SG,2022,1846738.0
Shake Milton,miltosh01,PHI,1567,-1.0,-0.9,0.0,SG,2023,1977718.0
Shake Milton,miltosh01,MIN,491,-4.8,0.6,-0.3,SG,2024,552938.0
Shake Milton,miltosh01,BRK,492,-0.8,-0.2,0.1,SG,2025,2875000.0
Josh Minott,minotjo01,MIN,96,-1.9,0.4,0.0,SF,2023,1017781.0
Josh Minott,minotjo01,MIN,91,1.8,3.3,0.2,SF,2024,1719864.0
Josh Minott,minotjo01,MIN,276,-0.7,2.9,0.3,SF,2025,2019699.0
Yves Missi,missiyv01,NOP,1956,-1.6,-1.4,-0.5,C,2025,3202560.0
Ajay Mitchell,mitchaj01,OKC,597,-2.5,0.9,0.1,SG,2025,3000000.0
Davion Mitchell,mitchda01,SAC,2076,-2.1,-1.7,-0.9,PG,2022,4603320.0
Davion Mitchell,mitchda01,SAC,1447,-2.4,-0.4,-0.3,PG,2023,4833600.0
Davion Mitchell,mitchda01,SAC,1101,-2.4,-1.0,-0.4,PG,2024,5063760.0
Davion Mitchell,mitchda01,TOR,1080,-4.0,-0.3,-0.6,PG,2025,6451230.0
Donovan Mitchell,mitchdo01,UTA,1771,4.6,-0.2,2.8,PG,2021,5195501.0
Donovan Mitchell,mitchdo01,UTA,2266,4.6,-0.3,3.6,SG,2022,28103500.0
Donovan Mitchell,mitchdo01,CLE,2432,5.6,0.6,5.0,SG,2023,30913750.0
Donovan Mitchell,mitchdo01,CLE,1942,4.6,1.2,3.9,SG,2024,33162030.0
Donovan Mitchell,mitchdo01,CLE,2232,3.8,-0.2,3.2,SG,2025,35410310.0
Evan Mobley,mobleev01,CLE,2331,-0.9,1.5,1.5,PF,2022,8075160.0
Evan Mobley,mobleev01,CLE,2715,0.0,1.6,2.5,PF,2023,8478720.0
Evan Mobley,mobleev01,CLE,1532,0.9,2.0,1.9,PF,2024,8882760.0
Evan Mobley,mobleev01,CLE,2167,3.1,1.5,3.6,PF,2025,11227809.0
Jonathan Mogbo,mogbojo01,TOR,1286,-2.9,1.0,0.0,PF,2025,1862265.0
Chima Moneke,monekch01,SAC,8,-12.7,-8.0,0.0,SF,2023,1017781.0
Malik Monk,monkma01,CHO,878,0.2,-2.0,0.0,SG,2021,5345687.0
Malik Monk,monkma01,LAL,2139,0.5,-1.0,0.8,SG,2022,1669178.0
Malik Monk,monkma01,SAC,1719,1.6,-1.4,1.0,SG,2023,9472219.0
Malik Monk,monkma01,SAC,1872,1.5,-1.0,1.2,SG,2024,9945830.0
Malik Monk,monkma01,SAC,2054,0.3,-1.1,0.6,SG,2025,17405202.0
Moses Moody,moodymo01,GSW,607,-1.4,-1.1,-0.1,SG,2022,3562200.0
Moses Moody,moodymo01,GSW,817,-1.7,-0.9,-0.1,SG,2023,3562200.0
Moses Moody,moodymo01,GSW,1156,-0.2,0.1,0.6,SG,2024,3918480.0
Moses Moody,moodymo01,GSW,1649,-0.9,0.0,0.5,SG,2025,5803269.0
E'Twaun Moore,mooreet01,PHO,389,-3.1,0.2,-0.1,SG,2021,1620564.0
Wendell Moore Jr.,moorewe01,MIN,153,-3.8,1.3,0.0,SG,2023,2306520.0
Wendell Moore Jr.,moorewe01,MIN,75,-6.1,3.3,0.0,SG,2024,2421720.0
Wendell Moore Jr.,moorewe01,CHO,280,-3.2,-1.5,-0.2,SG,2025,2537040.0
Ja Morant,moranja01,MEM,2053,1.3,-1.6,0.8,PG,2021,9166800.0
Ja Morant,moranja01,MEM,1889,6.2,-0.1,3.9,PG,2022,9603360.0
Ja Morant,moranja01,MEM,1948,5.2,0.5,3.8,PG,2023,9603360.0
Ja Morant,moranja01,MEM,318,2.7,0.4,0.4,PG,2024,34005250.0
Ja Morant,moranja01,MEM,1519,3.1,-0.7,1.7,PG,2025,36725670.0
Juwan Morgan,morgaju01,UTA,147,-3.5,1.2,0.0,PF,2021,1517981.0
Juwan Morgan,morgaju01,TOR,27,-3.2,-4.2,0.0,PF,2022,19816.0
Markieff Morris,morrima02,LAL,1200,-2.9,0.3,-0.2,PF,2021,1620564.0
Markieff Morris,morrima02,MIA,298,-1.5,-0.4,0.0,PF,2022,1669178.0
Markieff Morris,morrima02,BRK,285,-1.8,-0.1,0.0,PF,2023,1836090.0
Markieff Morris,morrima02,DAL,216,-4.0,-1.3,-0.2,PF,2024,2019706.0
Markieff Morris,morrima02,LAL,124,-3.5,-2.3,-0.1,PF,2025,2087519.0
Marcus Morris,morrima03,LAC,1502,0.9,-0.8,0.8,PF,2021,14888721.0
Marcus Morris,morrima03,LAC,1564,-0.3,-1.0,0.3,PF,2022,15627907.0
Marcus Morris,morrima03,LAC,1825,-1.8,-0.2,0.0,PF,2023,16372093.0
Marcus Morris,morrima03,PHI,637,-2.3,-1.1,-0.2,PF,2024,17116279.0
Monte Morris,morrimo01,DEN,1196,0.1,-0.5,0.5,PG,2021,1588231.0
Monte Morris,morrimo01,DEN,2239,0.8,-0.8,1.1,PG,2022,8449074.0
Monte Morris,morrimo01,WAS,1695,0.8,-0.4,1.1,PG,2023,9125000.0
Monte Morris,morrimo01,MIN,408,-0.2,2.2,0.4,PG,2024,9800926.0
Monte Morris,morrimo01,PHO,571,-1.0,-0.8,0.0,PG,2025,2087519.0
Mychal Mulder,muldemy01,GSW,766,-0.6,-1.2,0.0,PG,2021,1517981.0
Mychal Mulder,muldemy01,ORL,195,-6.9,-1.7,-0.3,PG,2022,1782621.0
Trey Murphy III,murphtr02,NOP,864,0.2,-1.4,0.2,SF,2022,3053760.0
Trey Murphy III,murphtr02,NOP,2448,1.4,0.4,2.3,SF,2023,3206640.0
Trey Murphy III,murphtr02,NOP,1690,2.5,0.0,1.9,SF,2024,3359280.0
Trey Murphy III,murphtr02,NOP,1854,2.1,-1.4,1.3,SF,2025,5159855.0
Dejounte Murray,murrade01,SAS,2139,-0.2,1.0,1.5,PG,2021,14286000.0
Dejounte Murray,murrade01,SAS,2366,3.7,1.7,4.4,PG,2022,15428880.0
Dejounte Murray,murrade01,ATL,2693,1.1,0.0,2.1,SG,2023,16571120.0
Dejounte Murray,murrade01,ATL,2783,2.3,-0.6,2.6,SG,2024,18214000.0
Dejounte Murray,murrade01,NOP,1012,-1.3,-0.3,0.1,PG,2025,29535801.0
Jamal Murray,murraja01,DEN,1704,2.7,-0.7,1.7,PG,2021,27285000.0
Jamal Murray,murraja01,DEN,2133,2.6,-1.3,1.8,PG,2023,31650000.0
Jamal Murray,murraja01,DEN,1861,4.5,-0.4,2.9,PG,2024,33833400.0
Jamal Murray,murraja01,DEN,2418,1.8,-1.0,1.7,PG,2025,36016200.0
Keegan Murray,murrake02,SAC,2382,0.4,-1.0,0.8,SF,2023,8008440.0
Keegan Murray,murrake02,SAC,2588,-0.4,-0.5,0.8,SF,2024,8409000.0
Keegan Murray,murrake02,SAC,2610,-0.8,-0.8,0.2,PF,2025,8809560.0
Kris Murray,murrakr01,POR,1348,-3.5,-0.2,-0.6,SF,2024,2847480.0
Kris Murray,murrakr01,POR,1040,-3.1,0.1,-0.3,SF,2025,2990040.0
Mike Muscala,muscami01,OKC,645,0.9,-1.0,0.3,C,2021,2283034.0
Mike Muscala,muscami01,OKC,592,3.8,1.2,1.1,C,2022,3365385.0
Mike Muscala,muscami01,OKC,622,0.3,-0.1,0.3,C,2023,3500000.0
Mike Muscala,muscami01,WAS,338,-4.4,-1.8,-0.4,C,2024,3500000.0
Svi Mykhailiuk,mykhasv01,OKC,690,-2.2,-1.1,-0.2,SF,2021,1663861.0
Svi Mykhailiuk,mykhasv01,TOR,716,-2.7,-0.2,-0.2,SF,2022,1729217.0
Svi Mykhailiuk,mykhasv01,CHO,428,0.3,-0.8,0.2,SF,2023,1836090.0
Svi Mykhailiuk,mykhasv01,BOS,413,-0.9,-0.9,0.0,SF,2024,2019706.0
Svi Mykhailiuk,mykhasv01,UTA,760,-1.4,-2.1,-0.3,SF,2025,3500000.0
Abdel Nader,naderab01,PHO,355,-1.0,1.0,0.2,SF,2021,1752950.0
Abdel Nader,naderab01,PHO,145,-7.1,2.2,-0.1,SF,2022,2000000.0
Larry Nance Jr.,nancela02,CLE,1091,-1.4,1.8,0.7,PF,2021,11709091.0
Larry Nance Jr.,nancela02,POR,858,-0.3,0.6,0.5,C,2022,10690909.0
Larry Nance Jr.,nancela02,NOP,1381,0.0,2.0,1.4,C,2023,9672727.0
Larry Nance Jr.,nancela02,NOP,1216,-0.2,2.2,1.2,C,2024,10375000.0
Larry Nance Jr.,nancela02,ATL,463,1.1,0.7,0.4,PF,2025,11205000.0
Andrew Nembhard,nembhan01,IND,2073,-2.4,-0.8,-0.6,SG,2023,2244111.0
Andrew Nembhard,nembhan01,IND,1697,-1.6,-0.5,-0.1,PG,2024,2131905.0
Andrew Nembhard,nembhan01,IND,1881,-2.6,0.3,-0.1,SG,2025,2019699.0
Aaron Nesmith,nesmiaa01,BOS,669,-2.8,-0.4,-0.2,SF,2021,3458400.0
Aaron Nesmith,nesmiaa01,BOS,574,-4.9,0.7,-0.3,SF,2022,3631200.0
Aaron Nesmith,nesmiaa01,IND,1816,-2.3,-0.7,-0.4,SF,2023,3804360.0
Aaron Nesmith,nesmiaa01,IND,1995,-0.3,-0.2,0.8,SF,2024,5634257.0
Aaron Nesmith,nesmiaa01,IND,1123,0.0,-0.5,0.4,SF,2025,11000000.0
Raul Neto,netora01,WAS,1403,-1.4,0.9,0.5,PG,2021,1620564.0
Raul Neto,netora01,WAS,1372,-2.5,-0.5,-0.4,PG,2022,1669178.0
Raul Neto,netora01,CLE,505,-1.7,1.5,0.2,PG,2023,1836090.0
Georges Niang,niangge01,UTA,1154,-0.4,0.1,0.5,PF,2021,1783557.0
Georges Niang,niangge01,PHI,1736,-0.8,-1.1,0.0,PF,2022,3300000.0
Georges Niang,niangge01,PHI,1512,-0.4,-1.0,0.2,PF,2023,3465000.0
Georges Niang,niangge01,CLE,1831,-2.5,-0.4,-0.4,PF,2024,8800000.0
Georges Niang,niangge01,CLE,1053,-1.3,-0.5,0.1,PF,2025,8500000.0
Daishen Nix,nixda01,HOU,261,-5.4,-1.0,-0.3,SG,2022,612000.0
Daishen Nix,nixda01,HOU,914,-5.0,-1.5,-1.0,PG,2023,1563518.0
Zeke Nnaji,nnajize01,DEN,397,-0.6,-1.1,0.0,PF,2021,2284800.0
Zeke Nnaji,nnajize01,DEN,698,-0.7,-1.6,0.0,PF,2022,2498760.0
Zeke Nnaji,nnajize01,DEN,728,-2.7,-0.9,-0.3,PF,2023,2498760.0
Zeke Nnaji,nnajize01,DEN,576,-3.8,0.1,-0.2,PF,2024,4306281.0
Zeke Nnaji,nnajize01,DEN,608,-2.1,0.7,0.1,PF,2025,8888889.0
Nerlens Noel,noelne01,NYK,1547,-2.4,3.8,1.3,C,2021,5000000.0
Nerlens Noel,noelne01,NYK,562,-3.1,3.3,0.3,C,2022,8000000.0
Nerlens Noel,noelne01,DET,152,-5.1,3.1,0.0,C,2023,9240000.0
Jaylen Nowell,nowelja01,MIN,759,-1.5,-1.4,-0.2,SG,2021,1517981.0
Jaylen Nowell,nowelja01,MIN,975,1.5,-0.7,0.7,SG,2022,1782621.0
Jaylen Nowell,nowelja01,MIN,1252,-1.5,-1.0,-0.2,SG,2023,1930681.0
Frank Ntilikina,ntilila01,NYK,322,-4.2,2.5,0.0,PG,2021,6176578.0
Frank Ntilikina,ntilila01,DAL,685,-2.8,0.9,0.0,SG,2022,1669178.0
Frank Ntilikina,ntilila01,DAL,607,-6.1,-0.7,-0.7,SG,2023,2036318.0
Frank Ntilikina,ntilila01,CHO,43,-10.0,-3.4,-0.1,PG,2024,2019706.0
James Nunnally,nunnaja01,NOP,48,-0.9,-1.8,0.0,SF,2021,1349383.0
Kendrick Nunn,nunnke01,MIA,1650,-0.1,-0.4,0.6,PG,2021,1663861.0
Kendrick Nunn,nunnke01,LAL,528,-3.4,-1.6,-0.4,SG,2023,5250000.0
Jusuf Nurkić,nurkiju01,POR,880,0.7,1.8,1.0,C,2021,12888889.0
Jusuf Nurkić,nurkiju01,POR,1579,0.1,0.2,0.9,C,2022,12000000.0
Jusuf Nurkić,nurkiju01,POR,1391,-0.6,0.7,0.7,C,2023,15625000.0
Jusuf Nurkić,nurkiju01,PHO,2078,-1.0,2.1,1.6,C,2024,16875000.0
Jusuf Nurkić,nurkiju01,PHO,592,-3.9,0.5,-0.2,C,2025,18125000.0
David Nwaba,nwabada01,HOU,679,-1.4,0.6,0.2,SF,2021,1824003.0
David Nwaba,nwabada01,HOU,609,-0.6,0.0,0.2,SF,2022,4650000.0
Jordan Nwora,nworajo01,MIL,274,-0.7,-0.4,0.1,SF,2021,898310.0
Jordan Nwora,nworajo01,MIL,1185,-2.7,-1.5,-0.6,SF,2022,1517981.0
Jordan Nwora,nworajo01,MIL,597,-2.0,-0.4,0.0,SF,2023,3000000.0
Jordan Nwora,nworajo01,TOR,529,-0.8,-1.2,0.0,SF,2024,3000000.0
Semi Ojeleye,ojelese01,BOS,950,-1.7,-0.7,-0.1,PF,2021,1752950.0
Semi Ojeleye,ojelese01,MIL,308,-4.9,-1.7,-0.4,PF,2022,1669178.0
Jahlil Okafor,okafoja01,DET,347,-2.5,-0.7,-0.1,C,2021,1882867.0
Chuma Okeke,okekech01,ORL,1133,-1.9,0.5,0.1,PF,2021,3121080.0
Chuma Okeke,okekech01,ORL,1749,-1.6,1.5,0.8,PF,2022,3277080.0
Chuma Okeke,okekech01,ORL,518,-2.4,0.8,0.1,SF,2023,3433320.0
Chuma Okeke,okekech01,ORL,432,-3.2,-0.2,-0.2,SF,2024,5266713.0
Josh Okogie,okogijo01,MIN,1197,-3.7,0.3,-0.4,SG,2021,2651040.0
Josh Okogie,okogijo01,MIN,516,-3.7,0.9,-0.1,SG,2022,4087904.0
Josh Okogie,okogijo01,PHO,1350,-0.8,0.5,0.6,SG,2023,1836090.0
Josh Okogie,okogijo01,PHO,960,-1.3,0.8,0.4,SG,2024,2815937.0
Josh Okogie,okogijo01,PHO,351,0.1,0.3,0.2,SG,2025,8250000.0
Onyeka Okongwu,okongon01,ATL,601,-2.2,0.8,0.1,C,2021,5813640.0
Onyeka Okongwu,okongon01,ATL,992,0.0,0.8,0.7,C,2022,6104280.0
